bird_name,date,speed_2d
Sanne,2014-02-23,2.3883871102867027
Sanne,2014-02-24,2.584832101664102
Sanne,2014-02-25,2.8993252185224803
Sanne,2014-02-26,2.234629067914404
Sanne,2014-02-27,1.8950778845075384
Sanne,2014-02-28,2.8111308081744157
Sanne,2014-03-01,2.084872417928672
Sanne,2014-03-02,2.163096725275278
Sanne,2014-03-03,1.7773503887115303
Sanne,2014-03-04,1.6452341896192797
Sanne,2014-03-05,2.9584982801995703
Sanne,2014-03-06,2.3422267303924005
Sanne,2014-03-07,2.2694610000248745
Sanne,2014-03-08,2.2269496819090793
Sanne,2014-03-09,2.2071735969084796
Sanne,2014-03-10,1.7070298850716212
Sanne,2014-03-11,2.113913323781465
Sanne,2014-03-12,2.3145391486519684
Sanne,2014-03-13,2.469262947504658
Sanne,2014-03-14,2.2494506274843307
Sanne,2014-03-15,2.0519953589580164
Sanne,2014-03-16,1.991305020184599
Sanne,2014-03-17,1.7658676278587933
Sanne,2014-03-18,1.8173087717034075
Sanne,2014-03-19,2.1657384879451733
Sanne,2014-03-20,2.2546855115099658
Sanne,2014-03-21,2.4121968475912006
Sanne,2014-03-22,2.020705132927251
Sanne,2014-03-23,2.284835371242233
Sanne,2014-03-24,2.3796656728220205
Sanne,2014-03-25,2.4683810187383357
Sanne,2014-03-26,1.6065848111981746
Sanne,2014-03-27,2.4455861674011703
Sanne,2014-03-28,1.9765143455755596
Sanne,2014-03-29,1.821804857622656
Sanne,2014-03-30,2.535777816530754
Sanne,2014-03-31,2.0336084228684066
Sanne,2014-04-01,2.5302033817771976
Sanne,2014-04-02,2.229709689558494
Sanne,2014-04-03,2.3842293817516467
Sanne,2014-04-04,2.3179383420151485
Sanne,2014-04-05,3.7326910656616112
Sanne,2014-04-06,2.7837250795471697
Sanne,2014-04-07,3.4781481626920505
Sanne,2014-04-08,3.2570801549754114
Sanne,2014-04-09,3.7916513475874822
Sanne,2014-04-10,2.063283517129075
Sanne,2014-04-11,3.2300574047043704
Sanne,2014-04-12,1.5287709565869758
Sanne,2014-04-13,3.8558758851899855
Sanne,2014-04-14,7.807299527789153
Sanne,2014-04-15,8.072854923643058
Sanne,2014-04-16,7.148940054874394
Sanne,2014-04-17,6.487149587020218
Sanne,2014-04-18,3.7058665178064616
Sanne,2014-04-19,4.99788438365962
Sanne,2014-04-20,2.9463349398146996
Sanne,2014-04-21,2.8985742143743347
Sanne,2014-04-22,2.2880380463180745
Sanne,2014-04-23,3.685813604593195
Sanne,2014-04-24,2.169261079167718
Sanne,2014-04-25,2.640845318522002
Sanne,2014-04-26,1.0562181902188792
Sanne,2014-04-27,2.4393223286516785
Sanne,2014-04-28,3.3443981864289225
Sanne,2014-04-29,2.2209660956336363
Sanne,2014-04-30,1.8147047804191407
