bird_name,date,speed_2d
Eric,2014-01-11,2.050876285955143
Eric,2014-01-12,2.1992890952746373
Eric,2014-01-13,1.6743781028706684
Eric,2014-01-14,3.074412200037544
Eric,2014-01-15,2.4928485814752377
Eric,2014-01-16,3.0661429696001283
Eric,2014-01-17,2.465287336908033
Eric,2014-01-18,3.2217111554150444
Eric,2014-01-19,3.364534961792362
Eric,2014-01-20,1.6841995901953302
Eric,2014-01-21,2.0404880421644322
Eric,2014-01-22,2.3695342058481175
Eric,2014-01-23,2.063160037198003
Eric,2014-01-24,2.4069669866095147
Eric,2014-01-25,3.0278800903585754
Eric,2014-01-26,2.453162342681651
Eric,2014-01-27,2.288019803476054
Eric,2014-01-28,2.1676825083229945
Eric,2014-01-29,1.9361088181207835
Eric,2014-01-30,1.3405493606245424
Eric,2014-01-31,2.079747067110705
Eric,2014-02-01,1.831032543714382
Eric,2014-02-02,1.7407730701063588
Eric,2014-02-03,1.804648308101639
Eric,2014-02-04,1.7383219850754223
Eric,2014-02-05,2.1730336829841614
Eric,2014-02-06,1.9268028546880236
Eric,2014-02-07,2.0228496731097927
Eric,2014-02-08,1.591151223599752
Eric,2014-02-09,1.8684410764341366
Eric,2014-02-10,1.5700191342973342
Eric,2014-02-11,1.3368890484845244
Eric,2014-02-12,1.4621078565707575
Eric,2014-02-13,2.6528029149688703
Eric,2014-02-14,1.5168039684558179
Eric,2014-02-15,2.0820845351917256
Eric,2014-02-16,1.6756490472188044
Eric,2014-02-17,2.3458081998178804
Eric,2014-02-18,2.4335286848840436
Eric,2014-02-19,2.252983016511178
Eric,2014-02-20,2.2775538309187504
Eric,2014-02-21,2.09991977369371
Eric,2014-02-22,2.5034977211233556
Eric,2014-02-23,1.726603267713845
Eric,2014-02-24,1.897496713540087
Eric,2014-02-25,1.6953773134753054
Eric,2014-02-26,1.9121160457070931
Eric,2014-02-27,1.512522594876486
Eric,2014-02-28,1.6132247400265942
Eric,2014-03-01,1.6652251333818582
Eric,2014-03-02,3.0169334442667077
Eric,2014-03-03,1.7170172481911365
Eric,2014-03-04,1.911143212855462
Eric,2014-03-05,1.9422662739220868
Eric,2014-03-06,1.8494248909944744
Eric,2014-03-07,2.650880754438053
Eric,2014-03-08,2.1177263165517637
Eric,2014-03-09,2.8707584518043627
Eric,2014-03-10,1.5566089922104014
Eric,2014-03-11,1.95867180513731
Eric,2014-03-12,1.5696907960304172
Eric,2014-03-13,1.3748702049903603
Eric,2014-03-14,2.0350169562018174
Eric,2014-03-15,1.7224987131230105
Eric,2014-03-16,1.908090380822169
Eric,2014-03-17,1.5575661875295066
Eric,2014-03-18,1.6189305845552668
Eric,2014-03-19,1.5429890276911453
Eric,2014-03-20,2.3173264245785186
Eric,2014-03-21,1.8050556434594431
Eric,2014-03-22,1.607033015553915
Eric,2014-03-23,1.6648847748711855
Eric,2014-03-24,1.5992756382629931
Eric,2014-03-25,1.8210159284712657
Eric,2014-03-26,1.9206057752331405
Eric,2014-03-27,1.3901854831440994
Eric,2014-03-28,1.7811947703224311
Eric,2014-03-29,2.1025389707909845
Eric,2014-03-30,6.54595241739724
Eric,2014-03-31,5.009944191978725
Eric,2014-04-01,8.98169552525743
Eric,2014-04-02,3.194877026427211
Eric,2014-04-03,4.5598293169605615
Eric,2014-04-04,9.129566043074252
Eric,2014-04-05,6.759870064206383
Eric,2014-04-06,2.941786601145457
Eric,2014-04-07,3.361262467275334
Eric,2014-04-08,1.9168026699625667
Eric,2014-04-09,2.332030984117815
Eric,2014-04-10,3.1788709957669266
Eric,2014-04-11,1.7532159887547067
Eric,2014-04-12,3.171043058666136
Eric,2014-04-13,2.6230303427983617
Eric,2014-04-14,1.9762869688134885
Eric,2014-04-15,2.0673552717601473
Eric,2014-04-16,1.497621403058083
Eric,2014-04-17,1.760668886391046
Eric,2014-04-18,3.111882001523218
Eric,2014-04-19,1.2809589992209278
Eric,2014-04-20,2.974660262747932
Eric,2014-04-21,3.1478311182400986
Eric,2014-04-22,2.003168462460989
Eric,2014-04-23,1.964935069819121
Eric,2014-04-24,2.102624334195304
Eric,2014-04-25,2.484277217821642
Eric,2014-04-26,2.262307662282896
Eric,2014-04-27,2.6674316342517033
Eric,2014-04-28,2.1591557129663035
Eric,2014-04-29,2.3717718282951044
Eric,2014-04-30,2.548936308947008
Nico,2013-08-15,2.8569236190576137
Nico,2013-08-16,3.386386843952247
Nico,2013-08-17,3.1232100482088185
Nico,2013-08-18,2.785775611955551
Nico,2013-08-19,2.920577182109717
Nico,2013-08-20,2.730114313672781
Nico,2013-08-21,2.7590737793877778
Nico,2013-08-22,2.020523905045635
Nico,2013-08-23,3.1522832108252326
Nico,2013-08-24,1.8406924862601015
Nico,2013-08-25,2.154902196783284
Nico,2013-08-26,2.5068178117687103
Nico,2013-08-27,2.476388179898499
Nico,2013-08-28,2.4628649677839367
Nico,2013-08-29,2.823950896516599
Nico,2013-08-30,2.4457708805914544
Nico,2013-08-31,2.725193762024353
Nico,2013-09-01,2.4800317850942797
Nico,2013-09-02,1.8769017147695555
Nico,2013-09-03,2.2769828690833367
Nico,2013-09-04,3.2824497083398287
Nico,2013-09-05,2.5072959928864575
Nico,2013-09-06,1.989306530728392
Nico,2013-09-07,1.8328316858655316
Nico,2013-09-08,1.8572867866481058
Nico,2013-09-09,2.19893895589232
Nico,2013-09-10,2.43425370071565
Nico,2013-09-11,2.819171622160813
Nico,2013-09-12,2.3618304548513707
Nico,2013-09-13,2.7132151681212635
Nico,2013-09-14,2.885405066550485
Nico,2013-09-15,4.381003551906242
Nico,2013-09-16,2.7115618621234954
Nico,2013-09-17,1.9207174118226018
Nico,2013-09-18,2.4997760992656786
Nico,2013-09-19,2.456761866671268
Nico,2013-09-20,2.85076047632805
Nico,2013-09-21,2.637315524933798
Nico,2013-09-22,2.2739449376810392
Nico,2013-09-23,1.818101882990128
Nico,2013-09-24,2.379968764388894
Nico,2013-09-25,2.384684487079298
Nico,2013-09-26,1.9811793166447895
Nico,2013-09-27,2.4219628738784005
Nico,2013-09-28,2.2128364501790023
Nico,2013-09-29,2.5372062204154755
Nico,2013-09-30,1.991564255554952
Nico,2013-10-01,1.9208371769857182
Nico,2013-10-02,2.0864931528819186
Nico,2013-10-03,1.7637233097864633
Nico,2013-10-04,2.441056902244956
Nico,2013-10-05,1.7106945088744707
Nico,2013-10-06,2.903243439439575
Nico,2013-10-07,2.2198751024951218
Nico,2013-10-08,1.9596786028820687
Nico,2013-10-09,2.393547876179415
Nico,2013-10-10,2.3540593493873865
Nico,2013-10-11,2.1173289824284036
Nico,2013-10-12,1.9982568851033602
Nico,2013-10-13,2.121122633093183
Nico,2013-10-14,2.7098361776782856
Nico,2013-10-15,2.224880079220103
Nico,2013-10-16,2.510282266929971
Nico,2013-10-17,2.5294503967234157
Nico,2013-10-18,2.12432666338695
Nico,2013-10-19,2.2487965208927294
Nico,2013-10-20,1.9984985091186143
Nico,2013-10-21,1.797970827931413
Nico,2013-10-22,2.336676664949033
Nico,2013-10-23,1.8014199957872905
Nico,2013-10-24,1.8437833243008244
Nico,2013-10-25,2.6780105829911607
Nico,2013-10-26,2.059111571203171
Nico,2013-10-27,1.6103487722204706
Nico,2013-10-28,2.566699224747395
Nico,2013-10-29,2.896594206032523
Nico,2013-10-30,2.1168452026167737
Nico,2013-10-31,2.4791552817505536
Nico,2013-11-01,2.316045388072547
Nico,2013-11-02,2.915703318984044
Nico,2013-11-03,2.748213473309925
Nico,2013-11-04,3.044532189294881
Nico,2013-11-05,2.6259595092475037
Nico,2013-11-06,3.091230985701681
Nico,2013-11-07,3.584929755899565
Nico,2013-11-08,2.495898240878326
Nico,2013-11-09,3.2920128156758346
Nico,2013-11-10,2.7942908231555994
Nico,2013-11-11,2.275112168635743
Nico,2013-11-12,2.9478962640362014
Nico,2013-11-13,2.63843323112394
Nico,2013-11-14,2.6025062079370174
Nico,2013-11-15,10.303451906438188
Nico,2013-11-16,9.04872038580039
Nico,2013-11-17,4.248829544585187
Nico,2013-11-18,6.3544364822897395
Nico,2013-11-19,4.4656792176590905
Nico,2013-11-20,4.939812255172728
Nico,2013-11-21,3.7288263869086804
Nico,2013-11-22,2.6544501408450922
Nico,2013-11-23,2.9950621026575988
Nico,2013-11-24,2.9366207176276022
Nico,2013-11-25,4.614271152270927
Nico,2013-11-26,3.441496995642194
Nico,2013-11-27,3.593245069888685
Nico,2013-11-28,2.7860252018213325
Nico,2013-11-29,2.195557240240641
Nico,2013-11-30,2.430279180953983
Nico,2013-12-01,3.1645687068900994
Nico,2013-12-02,2.6854564044476037
Nico,2013-12-03,3.3453397506369895
Nico,2013-12-04,2.934965272275312
Nico,2013-12-05,2.6948675451973942
Nico,2013-12-06,3.449576383115939
Nico,2013-12-07,2.565184781187634
Nico,2013-12-08,3.153816659680394
Nico,2013-12-09,2.2780250973694605
Nico,2013-12-10,2.399538921826765
Nico,2013-12-11,2.4177664022237892
Nico,2013-12-12,4.543084308993574
Nico,2013-12-13,4.123300711495011
Nico,2013-12-14,2.3091007025941055
Nico,2013-12-15,3.5434808321122557
Nico,2013-12-16,2.9863633139471606
Nico,2013-12-17,2.684208488810188
Nico,2013-12-18,3.4931360575041603
Nico,2013-12-19,2.902745491702397
Nico,2013-12-20,2.196800999742849
Nico,2013-12-21,2.2633450797873493
Nico,2013-12-22,2.1561862081919823
Nico,2013-12-23,2.147901945211303
Nico,2013-12-24,2.484661736326314
Nico,2013-12-25,2.5582416411298263
Nico,2013-12-26,2.842729373840102
Nico,2013-12-27,3.085971411700182
Nico,2013-12-28,2.765036750407957
Nico,2013-12-29,2.9913684548534625
Nico,2013-12-30,3.7493194153186127
Nico,2013-12-31,2.388328962663917
Nico,2014-01-01,2.963616164665281
Nico,2014-01-02,2.2601952667369716
Nico,2014-01-03,3.3047750491417225
Nico,2014-01-04,3.347351162504061
Nico,2014-01-05,2.944268729133949
Nico,2014-01-06,2.113353599523402
Nico,2014-01-07,2.5657942642288787
Nico,2014-01-08,3.582904261719601
Nico,2014-01-09,2.9698919892837137
Nico,2014-01-10,2.854204753653252
Nico,2014-01-11,2.459428651810959
Nico,2014-01-12,3.57197892325192
Nico,2014-01-13,2.738913730363919
Nico,2014-01-14,2.762283387667194
Nico,2014-01-15,2.9096485706893045
Nico,2014-01-16,3.0603940788208304
Nico,2014-01-17,2.804448088888308
Nico,2014-01-18,2.6702144517535156
Nico,2014-01-19,2.73092400816378
Nico,2014-01-20,2.6058208426797567
Nico,2014-01-21,2.5623544370509532
Nico,2014-01-22,3.8373012762856296
Nico,2014-01-23,2.8864973880811533
Nico,2014-01-24,2.7831373219059645
Nico,2014-01-25,2.618357034607436
Nico,2014-01-26,2.3194696334354314
Nico,2014-01-27,3.6530615420445844
Nico,2014-01-28,3.012910285894385
Nico,2014-01-29,2.787359909942798
Nico,2014-01-30,3.4138588817632454
Nico,2014-01-31,1.881099700669409
Nico,2014-02-01,2.6909170791574
Nico,2014-02-02,2.1223837138089356
Nico,2014-02-03,2.1444337643135256
Nico,2014-02-04,2.5776817744358427
Nico,2014-02-05,2.414726593473137
Nico,2014-02-06,2.5193628033198916
Nico,2014-02-07,2.56975244257703
Nico,2014-02-08,2.8322595951489196
Nico,2014-02-09,2.1166577456600075
Nico,2014-02-10,2.935844892865135
Nico,2014-02-11,3.016878947146502
Nico,2014-02-12,2.5053605213815087
Nico,2014-02-13,3.020531207365441
Nico,2014-02-14,2.5182729334775424
Nico,2014-02-15,2.4587777613319903
Nico,2014-02-16,2.9542300684203537
Nico,2014-02-17,3.0475272137904588
Nico,2014-02-18,3.511093520647308
Nico,2014-02-19,2.699603150822146
Nico,2014-02-20,3.273886039300507
Nico,2014-02-21,2.2436526034742648
Nico,2014-02-22,3.0977565089186188
Nico,2014-02-23,2.8875005692284557
Nico,2014-02-24,2.6013011681049916
Nico,2014-02-25,2.392094676764008
Nico,2014-02-26,3.40732288506756
Nico,2014-02-27,2.0054873091306336
Nico,2014-02-28,2.5676594537090622
Nico,2014-03-01,2.00469119988567
Nico,2014-03-02,2.215625153417289
Nico,2014-03-03,2.7324278394277517
Nico,2014-03-04,2.878017729945035
Nico,2014-03-05,2.404222214007512
Nico,2014-03-06,2.8471196641014336
Nico,2014-03-07,2.6905637508623483
Nico,2014-03-08,2.9084316514670587
Nico,2014-03-09,2.7573264003363653
Nico,2014-03-10,2.969921885435993
Nico,2014-03-11,3.093017749525804
Nico,2014-03-12,2.7079139755733945
Nico,2014-03-13,2.853117904756428
Nico,2014-03-14,2.3338924467536213
Nico,2014-03-15,2.8494998419854776
Nico,2014-03-16,2.5203698758484046
Nico,2014-03-17,2.739104668388376
Nico,2014-03-18,3.46839031776332
Nico,2014-03-19,2.7307595034560945
Nico,2014-03-20,2.718992642246006
Nico,2014-03-21,2.5121760794008954
Nico,2014-03-22,3.2773529698943733
Nico,2014-03-23,2.4005398365306507
Nico,2014-03-24,3.338499493861933
Nico,2014-03-25,2.3487878543097644
Nico,2014-03-26,2.421999043639128
Nico,2014-03-27,2.9443748026189946
Nico,2014-03-28,2.8332478727084123
Nico,2014-03-29,3.550027821134976
Nico,2014-03-30,2.1768318019883064
Nico,2014-03-31,2.8246310589413306
Nico,2014-04-01,3.1637234328877737
Nico,2014-04-02,2.861222326896539
Nico,2014-04-03,3.2120993489783394
Nico,2014-04-04,2.8324654508684057
Nico,2014-04-05,3.283842299344244
Nico,2014-04-06,2.824699529243202
Nico,2014-04-07,3.455988976125809
Nico,2014-04-08,2.995421152061091
Nico,2014-04-09,3.7801861037035054
Nico,2014-04-10,3.703409260453673
Nico,2014-04-11,2.829536343488087
Nico,2014-04-12,3.341111499143882
Nico,2014-04-13,3.8781205074770195
Nico,2014-04-14,3.882313605249617
Nico,2014-04-15,4.437658804933576
Nico,2014-04-16,3.3664506215540633
Nico,2014-04-17,3.7132304038384265
Nico,2014-04-18,3.798645506232513
Nico,2014-04-19,5.061530076515484
Nico,2014-04-20,10.196981150483364
Nico,2014-04-21,7.861384816291447
Nico,2014-04-22,9.4450870430413
Nico,2014-04-23,6.384096103216431
Nico,2014-04-24,2.674536143374378
Nico,2014-04-25,2.705160414098619
Nico,2014-04-26,2.1920282023852704
Nico,2014-04-27,2.5820723372768413
Nico,2014-04-28,3.055051195973478
Nico,2014-04-29,2.793231847282694
Nico,2014-04-30,3.297032277986145
Sanne,2013-08-15,3.3925056226231405
Sanne,2013-08-16,2.3284887289497846
Sanne,2013-08-17,2.124464923547976
Sanne,2013-08-18,3.0647961464177738
Sanne,2013-08-19,2.5424906826724194
Sanne,2013-08-20,1.5169856234201453
Sanne,2013-08-21,1.4545877525093707
Sanne,2013-08-22,1.8129622249645465
Sanne,2013-08-23,1.907249383538466
Sanne,2013-08-24,2.2394376289556623
Sanne,2013-08-25,2.270307381393304
Sanne,2013-08-26,1.8526542539486672
Sanne,2013-08-27,2.687976679135592
Sanne,2013-08-28,3.585296697161492
Sanne,2013-08-29,5.633537830437585
Sanne,2013-08-30,4.237693682985141
Sanne,2013-08-31,7.915105464206309
Sanne,2013-09-01,3.9688336496372885
Sanne,2013-09-02,2.0235634026837888
Sanne,2013-09-03,2.3778107349160083
Sanne,2013-09-04,2.525263970060078
Sanne,2013-09-05,4.500263933152877
Sanne,2013-09-06,3.2284367951051847
Sanne,2013-09-07,5.214725471242515
Sanne,2013-09-08,3.393772354624364
Sanne,2013-09-09,2.1422076378766253
Sanne,2013-09-10,3.4061647669040163
Sanne,2013-09-11,2.252867013680579
Sanne,2013-09-12,2.706431478460717
Sanne,2013-09-13,3.47585001478622
Sanne,2013-09-14,3.0616139876137676
Sanne,2013-09-15,2.864522530531516
Sanne,2013-09-16,2.8268786876830942
Sanne,2013-09-17,2.1494105661374934
Sanne,2013-09-18,3.351142750288003
Sanne,2013-09-19,2.47550098444159
Sanne,2013-09-20,2.620054764103043
Sanne,2013-09-21,2.379275166419438
Sanne,2013-09-22,2.6055045881841083
Sanne,2013-09-23,2.3985784091202484
Sanne,2013-09-24,3.391041830105486
Sanne,2013-09-25,4.178783790692571
Sanne,2013-09-26,1.969621119768708
Sanne,2013-09-27,3.718977156824843
Sanne,2013-09-28,2.481766090204418
Sanne,2013-09-29,4.216676577798859
Sanne,2013-09-30,2.401974481868361
Sanne,2013-10-01,2.7557945979844662
Sanne,2013-10-02,2.365772511686607
Sanne,2013-10-03,2.3588582249040684
Sanne,2013-10-04,1.9751671622361529
Sanne,2013-10-05,2.329607564386102
Sanne,2013-10-06,2.1756846013342686
Sanne,2013-10-07,2.727449664717761
Sanne,2013-10-08,1.6571695285881995
Sanne,2013-10-09,1.967878679756106
Sanne,2013-10-10,1.7599092285035798
Sanne,2013-10-11,1.9655614431205393
Sanne,2013-10-12,2.5129056932860028
Sanne,2013-10-13,1.5336931076793061
Sanne,2013-10-14,1.809672041047256
Sanne,2013-10-15,1.5312344374972964
Sanne,2013-10-16,1.6817400194602299
Sanne,2013-10-17,2.112324734924047
Sanne,2013-10-18,2.652708499373614
Sanne,2013-10-19,1.5708922961790142
Sanne,2013-10-20,1.8130038342641592
Sanne,2013-10-21,2.8246096747690688
Sanne,2013-10-22,1.7364679242826657
Sanne,2013-10-23,2.1007328481262046
Sanne,2013-10-24,2.1129788487226717
Sanne,2013-10-25,1.6292777421722904
Sanne,2013-10-26,1.5439500262810217
Sanne,2013-10-27,1.4396650665652047
Sanne,2013-10-28,1.6922535261617047
Sanne,2013-10-29,2.011339650290458
Sanne,2013-10-30,1.8616663254423913
Sanne,2013-10-31,1.1782972260346392
Sanne,2013-11-01,2.0757864301448037
Sanne,2013-11-02,2.447607938039275
Sanne,2013-11-03,1.976058594027795
Sanne,2013-11-04,1.700563552456695
Sanne,2013-11-05,1.5967933963208376
Sanne,2013-11-06,2.0017212656725354
Sanne,2013-11-07,1.5908180423666436
Sanne,2013-11-08,2.1229913399569096
Sanne,2013-11-09,1.9551966316528218
Sanne,2013-11-10,2.1755155700050293
Sanne,2013-11-11,1.6985096432559235
Sanne,2013-11-12,2.7076131210007652
Sanne,2013-11-13,2.3959849434592186
Sanne,2013-11-14,2.0404855361432825
Sanne,2013-11-15,1.2656906700033859
Sanne,2013-11-16,2.463379489897063
Sanne,2013-11-17,1.2773006980694979
Sanne,2013-11-18,2.0460882566822702
Sanne,2013-11-19,2.01733619587891
Sanne,2013-11-20,2.6311325691518275
Sanne,2013-11-21,1.858863029205635
Sanne,2013-11-22,2.018079325634282
Sanne,2013-11-23,1.6664190481750651
Sanne,2013-11-24,2.3495342591311856
Sanne,2013-11-25,1.8658474628192008
Sanne,2013-11-26,3.0600240201925923
Sanne,2013-11-27,1.728012976833454
Sanne,2013-11-28,2.6409296854063973
Sanne,2013-11-29,2.039271001061848
Sanne,2013-11-30,1.9086448853909521
Sanne,2013-12-01,2.4014480498171196
Sanne,2013-12-02,1.8442622355859677
Sanne,2013-12-03,1.4099509077635632
Sanne,2013-12-04,1.2864073487680705
Sanne,2013-12-05,1.669145258199211
Sanne,2013-12-06,1.4890064636902067
Sanne,2013-12-07,2.03617955204117
Sanne,2013-12-08,1.8381645778512419
Sanne,2013-12-09,1.7832851476369236
Sanne,2013-12-10,1.8883524031080672
Sanne,2013-12-11,2.0912672284718004
Sanne,2013-12-12,1.736783913616672
Sanne,2013-12-13,2.77205158661542
Sanne,2013-12-14,2.1111694016151556
Sanne,2013-12-15,1.9704149221631213
Sanne,2013-12-16,2.2387155634069673
Sanne,2013-12-17,1.9569348701118743
Sanne,2013-12-18,1.7364764083343835
Sanne,2013-12-19,1.7948021427718812
Sanne,2013-12-20,2.9259060566998705
Sanne,2013-12-21,1.8977100740112627
Sanne,2013-12-22,1.8918927287865381
Sanne,2013-12-23,1.5564282803095195
Sanne,2013-12-24,2.526079987116319
Sanne,2013-12-25,1.8770955031850662
Sanne,2013-12-26,2.1032621110337706
Sanne,2013-12-27,2.496518173016197
Sanne,2013-12-28,2.164464929607011
Sanne,2013-12-29,2.678686139693785
Sanne,2013-12-30,2.1334720048238696
Sanne,2013-12-31,3.155090832143712
Sanne,2014-01-01,2.459192919169984
Sanne,2014-01-02,2.157715191629702
Sanne,2014-01-03,2.101221149672128
Sanne,2014-01-04,1.892281595731433
Sanne,2014-01-05,1.8391811303049441
Sanne,2014-01-06,1.8816799929890786
Sanne,2014-01-07,1.9801775985534078
Sanne,2014-01-08,2.6004407103306226
Sanne,2014-01-09,1.7866711394452428
Sanne,2014-01-10,2.46918082396789
Sanne,2014-01-11,2.5660045274212964
Sanne,2014-01-12,1.946157679868258
Sanne,2014-01-13,2.1188650852985385
Sanne,2014-01-14,2.179680256485804
Sanne,2014-01-15,2.0697865925160537
Sanne,2014-01-16,1.9134902977972803
Sanne,2014-01-17,2.038075814955137
Sanne,2014-01-18,2.0246433064263396
Sanne,2014-01-19,1.8703745264382847
Sanne,2014-01-20,2.929338637341892
Sanne,2014-01-21,3.0897782158476135
Sanne,2014-01-22,2.7980953017284014
Sanne,2014-01-23,2.2811624772734582
Sanne,2014-01-24,2.4376897313191557
Sanne,2014-01-25,2.8992136935410757
Sanne,2014-01-26,2.227209016015261
Sanne,2014-01-27,2.353426812466791
Sanne,2014-01-28,2.363740509930705
Sanne,2014-01-29,2.0640278087996187
Sanne,2014-01-30,2.7342016009400774
Sanne,2014-01-31,2.3873290409382006
Sanne,2014-02-01,2.5833512276126167
Sanne,2014-02-02,2.073576484157755
Sanne,2014-02-03,2.448918810581585
Sanne,2014-02-04,2.083873936176557
Sanne,2014-02-05,2.1406833615111975
Sanne,2014-02-06,3.0464782534744947
Sanne,2014-02-07,1.654385756167269
Sanne,2014-02-08,2.238050067617362
Sanne,2014-02-09,2.8330882898889964
Sanne,2014-02-10,2.0528642001128845
Sanne,2014-02-11,2.4796917104188863
Sanne,2014-02-12,2.21996535913329
Sanne,2014-02-13,3.351281536395187
Sanne,2014-02-14,2.124337934002794
Sanne,2014-02-15,2.178916553413837
Sanne,2014-02-16,2.665947213748598
Sanne,2014-02-17,2.021241841998873
Sanne,2014-02-18,3.069528072149909
Sanne,2014-02-19,2.643918784141597
Sanne,2014-02-20,2.2945100710265174
Sanne,2014-02-21,3.175232589633529
Sanne,2014-02-22,1.9704110858287047
